puzzle_id,num_words,connection_type,connection_complexity,word_rarity,word_rarity_value,semantic_distance,word_list,timestamp,time_of_day,hints_used,num_players,completions,completion_rate,avg_solve_time,min_solve_time,max_solve_time,median_solve_time,std_solve_time,q1_solve_time,q3_solve_time,difficulty,attempt_count,time_before_first_attempt,hover_count,abandonment_rate,competitiveness_score,frustration_score,satisfaction_score,learning_value,engagement_score,replayability_score,avg_attempts_before_success
P0784,6,syllable_count,4,extremely_rare,12,3.94,"sports, weather, clothing",2025-03-23 02:51:38.575114,2,2,51,30,60.0,109.64,66.48,152.82,105.21,21.08,95.05,122.57,hard,2,6.6,15,0.0,3.05,6.08,5.43,1.97,4.14,2.7,1.29
P0785,9,same_category,1,common,2,7.5,"emotions, body_parts, weather",2025-03-15 22:52:38.576592,22,3,40,37,92.5,83.53,53.62,117.51,82.46,17.24,72.37,93.05,hard,2,13.05,27,0.0,8.8,5.95,4.71,6.69,7.24,8.53,1.56
P0786,7,ends_with,3,somewhat_common,4,6.21,"emotions, elements, colors",2025-03-17 18:51:38.577929,18,2,32,26,82.5,89.65,44.28,123.12,89.47,17.48,80.19,98.41,hard,1,17.81,8,0.0,3.42,8.2,2.14,8.92,5.1,10.32,1.0
P0787,6,syllable_count,4,very_common,1,1.91,"countries, instruments, fruits",2025-03-14 23:17:38.579122,23,0,70,61,87.5,89.79,53.37,128.12,89.45,18.63,75.38,103.34,hard,3,5.13,8,0.0,10.01,8.49,2.34,7.3,6.91,2.59,1.94
P0788,4,begins_with,2,very_common,1,7.36,"weather, countries, furniture",2025-03-20 05:17:38.580796,5,1,76,70,92.5,93.32,55.01,146.16,92.29,18.89,77.45,107.01,hard,1,13.47,10,0.0,9.46,3.29,7.75,5.17,8.05,5.12,1.0
P0789,10,syllable_count,4,uncommon,6,5.78,"professions, emotions, clothing",2025-03-31 18:29:38.582232,18,1,84,63,75.0,118.37,67.94,171.19,118.15,24.95,101.2,134.36,hard,1,19.92,22,0.0,7.04,7.37,4.2,5.04,5.88,3.94,1.0
P0790,4,anagrams,9,uncommon,6,2.71,"weather, emotions, elements",2025-04-03 17:49:38.583425,17,2,26,16,62.5,80.59,51.21,112.7,80.88,14.96,69.84,92.2,hard,5,17.97,5,0.0,1.4,9.87,1.02,3.65,2.71,8.59,4.97
P0791,5,ends_with,3,very_common,1,6.62,"furniture, clothing, instruments",2025-04-07 17:41:38.584116,17,3,72,64,90.0,69.56,31.7,96.54,69.48,14.31,59.9,82.31,medium,1,12.49,14,0.0,7.07,7.78,3.35,3.74,5.68,5.67,1.0
P0792,7,anagrams,9,uncommon,6,7.0,"fruits, elements, vehicles",2025-03-16 05:37:38.585234,5,1,92,57,62.5,134.94,57.54,207.33,135.57,31.12,114.37,158.53,hard,7,8.83,20,0.0,11.83,10.8,1.0,1.29,5.36,8.16,5.12
P0793,7,ends_with,3,extremely_rare,12,7.37,"emotions, body_parts, colors",2025-03-26 12:20:38.586484,12,2,32,20,62.5,99.99,62.55,148.44,90.9,23.01,82.64,113.71,hard,2,6.48,8,0.0,9.31,7.7,3.21,5.28,6.06,7.15,1.31
P0794,7,antonym_groups,6,common,2,5.92,"vehicles, emotions, foods",2025-03-25 10:30:38.587229,10,2,52,41,80.0,88.2,47.54,122.83,88.95,16.81,78.41,101.62,hard,4,5.7,9,0.0,11.07,9.55,1.43,2.25,5.8,2.91,3.95
P0795,7,conceptual_relation,8,very_common,1,8.78,"professions, elements, sports",2025-03-29 23:13:38.588188,23,2,26,20,77.5,120.75,76.96,173.9,118.68,22.93,105.17,129.58,hard,3,7.77,17,0.0,2.38,8.59,1.7,5.86,3.95,6.25,1.63
P0796,9,compound_words,7,uncommon,6,1.41,"elements, clothing, professions",2025-03-17 12:19:38.588820,12,1,45,30,67.5,99.05,64.14,133.57,96.57,18.67,84.77,112.39,hard,1,15.97,16,0.0,6.33,2.59,7.91,6.29,6.88,1.64,1.0
P0797,3,same_category,1,uncommon,6,2.75,"elements, body_parts, furniture",2025-03-30 09:20:38.589627,9,0,72,59,82.5,63.64,32.51,105.64,61.55,14.8,54.41,72.77,medium,2,19.73,5,0.0,8.97,5.84,6.12,2.17,6.61,5.18,1.02
P0798,4,conceptual_relation,8,very_rare,10,1.01,"vehicles, clothing, foods",2025-03-13 13:18:38.590633,13,0,66,36,55.0,95.06,33.47,160.94,94.81,22.77,79.04,108.64,hard,3,18.43,7,0.0,4.36,4.16,7.11,7.0,5.94,7.59,2.28
P0799,10,ends_with,3,very_rare,10,4.34,"professions, emotions, furniture",2025-03-17 15:33:38.591578,15,0,74,49,67.5,120.15,71.61,196.84,121.56,25.06,101.07,137.68,hard,1,13.05,23,0.0,6.32,8.53,3.39,5.16,5.3,9.31,1.0
P0800,4,homophones,6,uncommon,6,8.95,"fruits, colors, animals",2025-04-01 10:27:38.592592,10,0,76,53,70.0,116.78,65.94,180.0,116.35,26.27,96.81,134.99,hard,3,5.31,12,0.0,12.61,2.12,8.8,9.83,9.79,2.81,1.06
P0801,9,ends_with,3,uncommon,6,3.45,"professions, countries, colors",2025-04-08 11:35:38.593634,11,0,41,31,77.5,101.24,51.8,148.82,101.27,22.79,89.04,117.56,hard,2,11.69,11,0.0,3.89,5.74,4.56,8.74,5.83,3.77,1.25
P0802,10,syllable_count,4,extremely_rare,12,1.72,"professions, instruments, fruits",2025-04-09 20:39:38.594395,20,3,76,45,60.0,91.2,57.42,152.4,88.17,21.58,74.74,106.33,hard,3,7.41,26,0.0,4.87,8.84,3.14,6.89,4.98,9.34,2.76
P0803,9,same_category,1,very_rare,10,7.83,"professions, weather, fruits",2025-03-17 16:11:38.595519,16,1,75,54,72.5,125.24,66.11,202.45,127.16,26.11,108.01,139.85,hard,1,12.42,16,0.0,6.24,5.75,5.01,8.51,6.53,7.48,1.0
P0804,3,same_category,1,rare,8,7.28,"instruments, foods, professions",2025-04-07 04:57:38.596631,4,0,37,28,77.5,113.62,70.29,163.76,114.47,23.93,96.72,130.48,hard,2,14.33,9,0.0,1.39,2.29,8.88,7.2,6.07,5.15,1.07
P0805,7,homophones,6,very_common,1,6.86,"furniture, emotions, animals",2025-03-29 18:15:38.597365,18,3,76,62,82.5,87.31,47.17,134.0,87.56,18.72,75.47,99.45,hard,1,5.75,10,0.0,7.12,9.52,1.36,7.65,5.72,2.47,1.0
P0806,6,multiple_rules,10,common,2,7.71,"fruits, weather, professions",2025-04-04 00:43:38.598464,0,3,87,60,70.0,100.55,53.26,145.09,100.16,19.96,87.5,116.51,hard,7,5.88,17,0.0,3.16,2.62,8.48,3.37,5.57,6.11,1.23
P0807,3,same_category,1,extremely_rare,12,3.78,"animals, professions, fruits",2025-03-20 06:00:38.599647,6,2,83,56,67.5,86.41,34.97,143.36,86.1,18.32,75.27,100.24,hard,1,16.41,3,0.0,9.39,2.16,8.92,9.39,8.72,1.7,1.0
P0808,3,synonym_groups,5,very_common,1,1.07,"vehicles, clothing, animals",2025-03-12 13:07:38.600781,13,1,86,73,85.0,45.5,24.04,77.89,45.03,11.07,38.41,51.94,medium,2,13.1,3,0.0,10.31,2.64,9.34,8.16,9.23,9.73,1.5
P0809,5,syllable_count,4,very_rare,10,2.56,"fruits, sports, instruments",2025-03-18 17:46:38.601922,17,3,64,41,65.0,78.41,41.52,120.77,78.22,18.8,65.2,91.21,medium,2,7.85,10,0.0,5.65,5.34,5.12,6.78,5.89,4.53,1.05
P0810,9,metaphorical_relation,9,somewhat_common,4,7.31,"clothing, foods, colors",2025-04-08 07:35:38.602926,7,3,28,18,67.5,112.07,36.97,142.66,116.37,20.99,99.09,125.13,hard,5,5.19,13,0.0,7.48,6.59,4.53,9.85,6.92,6.08,4.98
P0811,3,synonym_groups,5,rare,8,5.15,"foods, animals, clothing",2025-03-11 12:44:38.603575,12,2,51,34,67.5,78.64,35.85,120.47,79.71,17.41,70.38,88.05,medium,4,10.79,4,0.0,6.95,12.14,1.0,5.5,4.83,5.46,2.93
P0812,6,anagrams,9,uncommon,6,5.35,"countries, fruits, body_parts",2025-04-01 15:59:38.604410,15,2,28,17,62.5,96.24,54.1,161.07,93.02,23.48,82.48,105.86,hard,7,14.09,11,0.0,4.76,5.4,5.81,10.36,6.5,2.81,5.55
P0813,10,begins_with,2,rare,8,6.37,"sports, countries, furniture",2025-03-25 15:15:38.605074,15,3,68,51,75.0,98.06,39.1,146.29,99.58,19.97,84.53,111.74,hard,1,17.03,18,0.0,2.74,9.78,1.0,3.76,3.38,2.12,1.0
P0814,8,syllable_count,4,very_common,1,2.44,"body_parts, foods, elements",2025-03-20 22:18:38.606128,22,1,25,21,87.5,75.41,48.57,99.98,73.58,13.88,65.71,86.88,medium,3,9.11,8,0.0,8.08,5.79,5.03,8.59,7.4,4.81,2.93
P0815,3,antonym_groups,6,uncommon,6,1.29,"fruits, foods, elements",2025-03-14 10:25:38.606747,10,1,73,51,70.0,64.03,24.48,104.02,64.07,15.12,51.48,75.04,medium,4,19.79,3,0.0,5.62,9.99,1.33,5.69,4.62,4.67,3.87
P0816,5,homophones,6,rare,8,7.88,"countries, emotions, furniture",2025-03-16 12:48:38.607824,12,0,42,27,65.0,133.94,66.14,189.29,135.82,23.16,122.22,145.48,hard,2,12.03,12,0.0,9.78,9.74,1.0,6.66,5.87,3.65,1.33
P0817,3,synonym_groups,5,very_rare,10,3.34,"clothing, animals, body_parts",2025-04-03 21:31:38.608593,21,1,43,26,62.5,88.94,54.05,140.35,86.55,19.1,76.91,98.5,hard,4,16.61,5,0.0,7.97,7.95,2.26,9.23,6.16,7.59,2.62
P0818,5,ends_with,3,very_rare,10,6.45,"sports, foods, professions",2025-04-08 01:45:38.609387,1,2,74,49,67.5,106.98,56.91,171.56,105.85,25.31,90.94,120.74,hard,2,11.62,14,0.0,6.06,5.91,4.7,9.15,6.41,7.33,1.15
P0819,6,metaphorical_relation,9,common,2,5.81,"furniture, animals, professions",2025-04-10 08:10:38.610444,8,2,32,23,72.5,97.0,64.29,137.02,92.33,18.71,81.82,111.35,hard,3,7.27,6,0.0,3.03,1.3,8.89,8.08,6.64,10.32,1.96
P0820,9,metaphorical_relation,9,somewhat_common,4,3.58,"body_parts, clothing, elements",2025-03-12 23:40:38.611143,23,0,57,38,67.5,141.75,84.3,215.4,140.63,28.93,123.62,156.72,hard,1,8.94,27,0.0,4.41,7.14,3.89,2.41,4.32,1.33,1.0
P0821,4,syllable_count,4,rare,8,4.71,"countries, colors, sports",2025-03-26 10:05:38.611987,10,0,73,51,70.0,96.23,44.24,136.79,95.94,18.59,83.98,110.16,hard,3,7.15,6,0.0,5.49,3.96,7.7,5.73,6.5,3.03,1.28
P0822,7,multiple_rules,10,extremely_rare,12,6.06,"instruments, colors, countries",2025-04-09 20:28:38.613019,20,2,83,41,50.0,129.43,55.63,197.75,127.12,28.11,109.34,149.96,hard,6,14.26,9,0.0,3.22,5.28,4.77,8.71,5.14,3.79,5.44
P0823,9,conceptual_relation,8,uncommon,6,6.78,"professions, colors, foods",2025-03-24 09:11:38.614179,9,3,32,20,65.0,101.89,39.54,142.17,103.47,19.85,93.28,112.36,hard,2,18.56,24,0.0,8.93,5.61,6.18,8.9,7.61,9.67,1.17
P0824,6,rhyming_words,7,very_common,1,8.49,"fruits, colors, vehicles",2025-03-21 14:12:38.614867,14,3,87,69,80.0,87.67,39.0,132.3,89.42,17.83,78.36,98.9,hard,5,14.07,10,0.0,5.69,7.8,3.05,4.79,5.18,5.75,3.33
P0825,9,homophones,6,somewhat_common,4,6.2,"vehicles, body_parts, foods",2025-03-20 22:47:38.616078,22,3,45,33,75.0,97.61,49.83,152.5,97.91,20.19,84.15,110.42,hard,3,16.54,15,0.0,6.51,2.55,8.99,6.29,7.41,4.63,1.07
P0826,5,antonym_groups,6,rare,8,8.87,"vehicles, colors, clothing",2025-03-25 09:26:38.616888,9,0,27,17,65.0,120.66,63.58,160.18,126.05,25.96,99.74,142.1,hard,3,6.88,8,0.0,3.82,10.26,1.1,4.0,3.58,5.83,2.84
P0827,4,homophones,6,very_rare,10,4.2,"elements, body_parts, emotions",2025-03-15 21:22:38.617537,21,0,90,54,60.0,116.08,52.48,195.01,115.08,23.21,103.21,127.01,hard,1,6.33,5,0.0,11.14,8.85,2.91,6.25,6.67,5.07,1.0
P0828,6,conceptual_relation,8,uncommon,6,1.98,"instruments, emotions, vehicles",2025-04-08 03:46:38.618705,3,2,61,39,65.0,95.95,50.88,145.78,92.05,20.96,82.63,109.02,hard,3,16.1,8,0.0,8.21,5.13,5.55,11.45,7.72,10.36,1.11
P0829,6,ends_with,3,somewhat_common,4,8.92,"clothing, fruits, sports",2025-03-23 23:55:38.619726,23,3,99,81,82.5,99.32,55.16,154.64,98.57,20.84,83.46,113.27,hard,1,14.64,6,0.0,10.11,7.79,3.31,8.42,7.36,6.04,1.0
P0830,10,compound_words,7,very_common,1,1.81,"colors, professions, instruments",2025-03-30 11:39:38.621065,11,2,36,28,80.0,80.99,53.18,119.27,78.48,16.26,70.32,90.16,hard,1,11.56,19,0.0,9.61,7.84,2.65,9.36,7.15,7.45,1.0
P0831,8,contains_substring,4,common,2,9.38,"animals, foods, colors",2025-04-07 14:52:38.621799,14,0,90,76,85.0,122.98,50.8,205.43,123.64,29.19,109.1,138.95,hard,1,12.86,19,0.0,3.7,9.39,1.56,8.91,5.06,10.45,1.0
P0832,10,metaphorical_relation,9,uncommon,6,3.97,"elements, professions, instruments",2025-04-03 22:00:38.622960,22,0,23,14,62.5,140.55,112.21,180.77,139.17,17.64,127.93,151.37,hard,3,14.57,18,0.0,8.72,8.59,1.88,1.81,4.79,8.61,1.6
P0833,9,rhyming_words,7,extremely_rare,12,3.89,"foods, sports, fruits",2025-03-20 11:43:38.623581,11,1,76,39,52.5,122.18,66.54,188.72,121.7,27.3,103.59,140.79,hard,4,12.05,21,0.0,9.57,6.43,4.34,8.97,7.02,8.78,2.21
P0834,5,letter_pattern,5,common,2,6.71,"sports, professions, foods",2025-03-31 10:47:38.624656,10,1,83,68,82.5,88.51,39.44,125.23,87.23,16.59,78.02,99.4,hard,4,16.91,6,0.0,7.31,10.21,1.0,4.27,5.0,3.33,2.14
P0835,5,same_category,1,very_common,1,1.39,"vehicles, countries, professions",2025-03-28 09:59:38.625778,9,2,49,46,95.0,38.54,20.12,55.01,36.98,8.36,31.42,44.97,easy,1,7.46,7,0.0,6.35,8.11,3.12,4.78,5.7,4.24,1.0
P0836,3,rhyming_words,7,rare,8,2.1,"weather, emotions, professions",2025-03-22 18:40:38.626642,18,2,72,45,62.5,74.28,43.06,107.97,73.81,14.78,63.22,84.01,medium,1,7.94,5,0.0,7.44,2.25,9.3,8.59,7.99,2.87,1.0
P0837,10,antonym_groups,6,uncommon,6,4.63,"furniture, countries, elements",2025-03-29 08:27:38.627708,8,0,47,32,70.0,125.56,79.28,194.58,129.64,27.81,104.92,144.48,hard,1,15.22,16,0.0,5.06,3.62,7.83,9.71,7.21,4.55,1.0
P0838,4,homophones,6,very_common,1,2.34,"fruits, emotions, professions",2025-04-07 06:02:38.628512,6,3,57,47,82.5,63.98,30.76,93.28,64.78,13.84,54.12,76.74,medium,3,17.64,5,0.0,8.22,4.08,7.41,7.54,7.85,3.14,1.47
P0839,4,ends_with,3,extremely_rare,12,7.41,"fruits, emotions, foods",2025-03-17 00:51:38.629455,0,1,73,45,62.5,111.29,46.74,177.41,114.0,24.32,95.09,127.02,hard,1,16.51,11,0.0,8.76,9.9,1.22,3.25,4.89,6.11,1.0
P0840,6,homophones,6,somewhat_common,4,1.74,"instruments, furniture, colors",2025-03-26 06:06:38.630478,6,2,76,57,75.0,86.44,39.06,120.42,87.45,15.94,75.48,96.82,hard,3,15.19,18,0.0,5.98,5.7,6.09,1.49,5.42,8.16,2.37
P0841,4,rhyming_words,7,uncommon,6,1.0,"vehicles, animals, countries",2025-04-06 20:21:38.631550,20,1,88,59,67.5,76.29,38.39,124.01,76.61,15.32,66.84,87.63,medium,3,11.71,8,0.0,7.16,3.36,8.21,11.34,8.23,6.75,1.92
P0842,5,metaphorical_relation,9,extremely_rare,12,4.94,"body_parts, furniture, foods",2025-03-13 19:51:38.632713,19,2,42,21,50.0,117.98,74.96,183.62,115.87,25.88,98.15,132.11,hard,4,11.49,6,0.0,5.05,5.59,5.34,11.29,6.37,7.33,2.29
P0843,9,homophones,6,very_rare,10,6.74,"fruits, sports, emotions",2025-04-08 07:41:38.633561,7,1,73,43,60.0,133.75,63.74,197.91,133.25,30.77,114.12,155.27,hard,1,6.76,24,0.0,11.56,1.55,8.77,7.9,8.88,10.73,1.0
P0844,9,contains_substring,4,very_common,1,3.55,"fruits, animals, instruments",2025-03-18 17:44:38.634619,17,2,98,85,87.5,76.94,44.0,110.12,78.13,15.27,64.67,89.92,medium,3,9.06,12,0.0,9.94,7.55,3.01,8.72,7.38,7.54,2.37
P0845,10,begins_with,2,uncommon,6,8.26,"body_parts, animals, fruits",2025-04-10 20:15:38.635887,20,3,39,31,80.0,103.92,69.78,149.9,105.88,21.29,84.54,120.2,hard,1,8.69,16,0.0,4.44,9.58,1.38,8.13,4.97,8.75,1.0
P0846,4,antonym_groups,6,extremely_rare,12,7.54,"countries, professions, body_parts",2025-04-02 12:22:38.636674,12,3,93,51,55.0,96.72,46.86,150.31,94.44,21.54,84.02,105.7,hard,3,12.1,7,0.0,4.06,2.26,8.89,4.86,5.96,8.4,1.58
P0847,4,metaphorical_relation,9,uncommon,6,5.52,"emotions, colors, weather",2025-03-26 16:55:38.637909,16,1,84,52,62.5,105.61,31.75,166.61,102.18,21.73,91.88,118.32,hard,2,16.71,8,0.0,6.83,3.73,6.75,4.66,6.26,6.56,1.66
P0848,10,synonym_groups,5,extremely_rare,12,7.02,"clothing, fruits, instruments",2025-04-04 18:49:38.639067,18,0,59,33,57.5,161.63,104.1,233.7,159.15,33.44,138.93,181.46,hard,2,12.61,23,0.0,1.48,9.68,2.2,9.17,4.09,6.2,1.7
P0849,10,anagrams,9,rare,8,8.68,"furniture, animals, emotions",2025-04-06 14:59:38.639961,14,3,70,40,57.5,125.59,61.89,179.0,121.46,25.15,108.01,142.98,hard,1,12.6,28,0.0,8.28,3.87,6.61,7.84,7.19,2.78,1.0
P0850,7,compound_words,7,very_common,1,4.0,"elements, animals, professions",2025-03-11 12:26:38.641034,12,0,38,30,80.0,101.95,55.46,154.84,99.63,23.15,79.65,119.31,hard,5,10.4,14,0.0,6.32,9.8,1.0,9.04,5.6,7.66,4.33
P0851,5,antonym_groups,6,common,2,4.4,"body_parts, vehicles, foods",2025-04-03 16:41:38.641743,16,3,77,61,80.0,70.49,37.25,111.42,70.41,16.22,58.33,80.72,medium,2,10.16,9,0.0,7.83,7.9,3.16,7.59,6.41,4.17,1.97
P0852,6,contains_substring,4,rare,8,5.85,"emotions, furniture, professions",2025-03-16 16:21:38.642847,16,1,62,43,70.0,104.93,41.59,159.97,105.27,23.32,89.96,118.77,hard,2,6.52,13,0.0,6.1,6.58,3.96,7.72,5.96,9.1,2.0
P0853,5,ends_with,3,common,2,2.87,"furniture, elements, countries",2025-03-12 21:21:38.643887,21,2,95,83,87.5,57.44,29.17,88.19,56.99,12.75,47.99,66.91,medium,2,12.39,6,0.0,10.05,9.78,1.0,4.62,5.99,8.81,1.18
P0854,3,rhyming_words,7,rare,8,4.21,"fruits, vehicles, instruments",2025-04-07 10:48:38.645189,10,2,60,37,62.5,81.36,43.59,126.2,77.87,19.2,68.62,95.04,hard,3,16.5,7,0.0,9.09,1.45,9.59,3.43,7.54,2.22,1.65
P0855,10,multiple_rules,10,extremely_rare,12,7.33,"clothing, professions, elements",2025-04-02 12:19:38.646151,12,0,95,47,50.0,178.76,76.08,261.68,177.1,32.55,159.64,201.29,hard,2,14.79,10,0.0,8.47,5.27,5.21,3.7,5.84,2.96,1.05
P0856,8,metaphorical_relation,9,common,2,8.44,"furniture, fruits, animals",2025-04-01 01:42:38.647365,1,2,77,55,72.5,126.29,60.09,219.97,123.07,26.85,109.53,143.65,hard,3,9.44,18,0.0,10.78,4.3,7.65,6.04,8.19,5.38,2.53
P0857,6,metaphorical_relation,9,rare,8,9.11,"instruments, sports, emotions",2025-03-23 19:59:38.648489,19,3,79,45,57.5,115.66,65.02,180.63,113.81,25.24,95.53,134.16,hard,2,14.66,6,0.0,6.27,3.14,7.49,6.81,6.64,2.9,1.71
P0858,6,homophones,6,very_rare,10,7.68,"clothing, weather, colors",2025-04-03 03:10:38.649610,3,2,20,12,60.0,127.86,84.5,194.5,127.35,23.67,114.43,134.51,hard,2,12.23,6,0.0,9.06,9.48,1.58,8.35,6.06,5.01,1.76
P0859,10,homophones,6,very_common,1,3.38,"sports, elements, colors",2025-04-09 16:56:38.650215,16,1,52,42,82.5,100.64,48.1,141.08,102.91,19.27,92.31,114.01,hard,1,14.72,13,0.0,3.89,4.34,7.19,3.68,5.71,3.29,1.0
P0860,4,homophones,6,very_common,1,6.63,"fruits, vehicles, countries",2025-03-19 21:08:38.651072,21,3,66,54,82.5,74.64,37.34,111.82,75.14,15.94,64.78,84.96,medium,3,18.13,11,0.0,5.11,1.49,9.34,6.16,7.22,6.59,1.83
P0861,6,begins_with,2,somewhat_common,4,8.46,"clothing, professions, foods",2025-03-24 05:39:38.652235,5,3,95,80,85.0,97.0,56.0,140.05,98.41,18.01,83.42,108.02,hard,2,16.78,16,0.0,9.76,8.06,3.38,6.32,6.9,9.88,1.19
P0862,7,syllable_count,4,somewhat_common,4,5.39,"sports, vehicles, instruments",2025-03-30 16:04:38.653529,16,1,39,31,80.0,97.57,53.87,144.87,101.2,21.99,81.87,109.3,hard,1,16.33,14,0.0,4.17,5.34,4.86,8.52,6.01,9.1,1.0
P0863,9,anagrams,9,very_common,1,7.75,"animals, body_parts, weather",2025-03-23 04:28:38.654306,4,2,97,72,75.0,125.71,76.56,176.71,128.66,24.2,109.71,142.14,hard,2,5.49,26,0.0,6.08,4.21,7.59,7.09,7.02,9.76,1.61
P0864,7,multiple_rules,10,common,2,4.64,"countries, foods, vehicles",2025-04-07 06:09:38.655586,6,1,26,18,70.0,129.99,86.36,192.16,131.48,22.39,114.67,139.02,hard,5,10.85,13,0.0,1.78,4.67,6.36,8.1,5.46,10.92,3.37
P0865,4,begins_with,2,very_common,1,4.0,"weather, fruits, emotions",2025-03-19 19:12:38.656235,19,2,77,71,92.5,56.27,25.1,89.53,56.32,11.12,47.88,63.92,medium,2,11.88,8,0.0,10.65,6.79,4.1,8.3,7.94,4.18,1.5
P0866,3,begins_with,2,common,2,9.59,"emotions, vehicles, professions",2025-03-11 16:14:38.657321,16,0,85,76,90.0,93.97,54.7,134.77,92.24,18.77,80.49,108.57,hard,1,6.36,6,0.0,6.13,1.16,10.38,4.25,7.6,6.98,1.0
P0867,5,synonym_groups,5,rare,8,8.93,"weather, instruments, fruits",2025-04-08 12:50:38.658430,12,1,25,16,67.5,123.19,69.72,162.95,121.3,24.15,110.04,142.19,hard,2,5.54,5,0.0,10.86,4.5,6.05,3.2,7.06,1.55,1.93
P0868,5,compound_words,7,rare,8,1.66,"emotions, weather, instruments",2025-03-17 15:20:38.659059,15,0,73,45,62.5,91.0,42.87,127.76,90.18,17.55,78.56,102.59,hard,3,10.47,9,0.0,5.73,10.26,1.0,5.59,4.39,1.62,2.5
P0869,10,conceptual_relation,8,somewhat_common,4,8.99,"vehicles, animals, clothing",2025-03-19 14:52:38.660061,14,2,28,19,70.0,130.25,82.7,201.72,125.38,28.46,112.18,143.35,hard,3,15.39,12,0.0,1.11,12.59,1.0,8.38,3.71,8.71,2.04
P0870,5,letter_pattern,5,rare,8,2.61,"instruments, animals, vehicles",2025-03-28 08:21:38.660697,8,0,94,63,67.5,94.9,38.27,169.07,92.01,21.86,78.92,109.74,hard,1,15.22,13,0.0,4.08,4.67,5.93,9.24,6.2,6.11,1.0
P0871,3,synonym_groups,5,common,2,6.28,"weather, foods, sports",2025-04-06 19:52:38.662282,19,1,42,34,82.5,87.4,40.83,129.09,90.23,20.21,75.46,100.01,hard,2,5.61,4,0.0,11.91,1.45,9.39,4.59,8.96,3.31,1.25
P0872,9,anagrams,9,uncommon,6,7.32,"fruits, emotions, body_parts",2025-03-16 15:49:38.663115,15,1,92,57,62.5,134.42,44.18,210.81,133.3,31.68,113.93,157.32,hard,4,7.15,24,0.0,7.76,9.79,1.79,7.11,5.54,3.44,3.97
P0873,8,metaphorical_relation,9,somewhat_common,4,5.32,"countries, professions, emotions",2025-03-17 13:07:38.664311,13,1,50,33,67.5,111.27,45.15,163.84,114.47,24.7,94.04,130.66,hard,6,7.63,23,0.0,9.48,8.07,2.85,4.28,5.9,1.16,1.67
P0874,8,contains_substring,4,rare,8,4.1,"sports, clothing, furniture",2025-03-23 15:18:38.665149,15,3,23,16,70.0,86.89,44.45,123.31,84.45,19.59,71.08,101.27,hard,1,7.07,21,0.0,10.57,5.18,5.97,6.98,7.76,7.08,1.0
P0875,7,conceptual_relation,8,very_common,1,2.55,"professions, elements, clothing",2025-03-13 15:26:38.665986,15,0,36,27,77.5,92.14,33.12,139.78,96.47,20.95,80.2,107.21,hard,1,13.22,19,0.0,8.68,5.38,5.09,8.81,7.44,10.29,1.0
P0876,10,multiple_rules,10,very_rare,10,1.66,"clothing, animals, instruments",2025-03-12 10:51:38.666766,10,3,73,36,50.0,104.07,38.65,154.32,104.81,21.73,93.06,117.63,hard,1,17.48,21,0.0,3.86,2.89,7.95,8.64,6.27,7.34,1.0
P0877,4,letter_pattern,5,somewhat_common,4,9.64,"instruments, vehicles, clothing",2025-03-15 07:54:38.667901,7,3,51,39,77.5,87.0,60.06,137.51,84.55,18.54,73.78,96.74,hard,2,17.11,4,0.0,6.65,9.73,2.02,3.44,4.84,5.28,1.66
P0878,10,ends_with,3,very_common,1,1.78,"professions, sports, elements",2025-04-10 08:42:38.668793,8,3,96,86,90.0,67.59,36.56,104.78,65.97,15.64,55.6,78.02,medium,1,11.3,10,0.0,7.85,1.63,8.9,1.49,7.12,9.34,1.0
P0879,5,ends_with,3,somewhat_common,4,6.55,"fruits, countries, vehicles",2025-04-03 07:35:38.670090,7,3,47,38,82.5,78.64,46.53,111.26,80.17,16.99,64.32,92.45,medium,1,17.5,5,0.0,7.26,3.24,8.09,2.89,6.83,3.01,1.0
P0880,8,begins_with,2,uncommon,6,1.5,"colors, animals, body_parts",2025-03-17 16:24:38.670923,16,2,54,43,80.0,68.43,31.2,101.0,68.42,15.91,58.68,80.3,medium,2,16.97,23,0.0,7.71,5.23,6.71,3.32,6.59,9.11,1.84
P0881,9,conceptual_relation,8,rare,8,10.0,"instruments, colors, animals",2025-03-16 09:59:38.671801,9,0,52,31,60.0,165.63,90.76,231.16,170.1,30.43,146.43,187.72,hard,4,17.54,17,0.0,5.94,11.44,1.0,7.27,4.74,7.63,2.75
P0882,10,syllable_count,4,uncommon,6,3.16,"animals, furniture, fruits",2025-03-31 12:34:38.672651,12,0,86,64,75.0,108.26,60.08,154.56,108.71,21.48,91.55,120.53,hard,1,6.97,12,0.0,10.12,1.06,10.62,5.71,8.86,3.67,1.0
P0883,10,begins_with,2,extremely_rare,12,9.64,"furniture, colors, animals",2025-03-22 13:13:38.673778,13,3,29,18,65.0,124.59,58.45,179.64,123.24,32.95,105.15,150.79,hard,1,18.53,27,0.0,5.58,4.53,6.98,7.64,6.6,2.66,1.0
P0884,9,compound_words,7,somewhat_common,4,6.85,"fruits, animals, elements",2025-04-01 09:45:38.674464,9,3,44,31,72.5,93.09,37.13,143.57,94.61,20.32,79.92,106.48,hard,2,5.35,27,0.0,6.27,7.93,2.56,5.38,5.17,2.58,1.7
